,,,,,,Daily Price Report-01-01-2026 to 15-04-2026 for Maharashtra,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,12-03-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,11-03-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,27-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,26-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,25-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,24-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,710.00","8,060.00","7,900.00",Rs./Quintal,23-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,800.00","8,000.00","7,900.00",Rs./Quintal,20-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,900.00","7,900.00","7,900.00",Rs./Quintal,17-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,800.00","7,800.00","7,800.00",Rs./Quintal,16-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,800.00","7,800.00","7,800.00",Rs./Quintal,13-02-2026
Maharashtra,Nanded,Hadgaon(Tamsa) APMC,Fibre Crops,Cotton,Other,Local,"7,800.00","7,800.00","7,800.00",Rs./Quintal,12-02-2026
